Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota Etios,2017,5.83,25.09,126401,Petrol,Dealer,Manual,0
Tata Safari,2005,0.5,19.92,261674,Diesel,Dealer,Manual,3
Hyundai Verna,2010,1.2,15.53,136271,Diesel,Dealer,Manual,1
Nissan Terrano,2004,0.38,10.03,187395,Petrol,Dealer,Manual,0
Maruti Alto,2016,2.22,8.15,111914,CNG,Dealer,Manual,0
Hyundai Grand i10,2022,10.18,13.3,30817,Diesel,Individual,Automatic,0
BMW X1,2010,1.98,42.02,246907,Diesel,Individual,Automatic,1
Hyundai Verna,2019,1.99,4.67,86062,Diesel,Individual,Manual,0
BMW X3,2022,24.54,36.31,30226,Diesel,Individual,Automatic,3
Hyundai Santro,2006,0.42,14.92,262892,CNG,Individual,Automatic,1
Hyundai Xcent,2022,3.33,5.27,19639,Petrol,Individual,Manual,1
Honda Amaze,2004,0.67,18.21,198490,Petrol,Dealer,Manual,1
Hyundai Grand i10,2022,9.96,16.48,17612,CNG,Dealer,Manual,1
Maruti Baleno,2015,2.6,11.07,111325,Diesel,Individual,Manual,0
Maruti Ciaz,2009,0.22,5.65,218040,Petrol,Individual,Manual,0
Maruti Ertiga,2018,1.13,3.7,60153,Petrol,Individual,Manual,0
Skoda Octavia,2010,0.42,7.92,165653,Petrol,Individual,Manual,0
Maruti Swift,2020,6.63,11.81,60738,Petrol,Dealer,Automatic,0
Maruti Dzire,2018,2.31,7.03,70366,Petrol,Dealer,Automatic,1
Maruti Alto,2024,7.33,7.59,4402,Diesel,Dealer,Automatic,0
Toyota Innova Crysta,2014,4.51,22.27,177593,Diesel,Individual,Automatic,0
Renault Triber,2008,0.15,3.52,235753,Petrol,Dealer,Manual,0
Honda City,2019,11.49,23.37,38884,Diesel,Individual,Automatic,0
Hyundai i20,2018,5.27,13.05,64866,Diesel,Individual,Manual,0
Hyundai Santro,2009,0.41,8.51,142768,Petrol,Individual,Manual,0
Mahindra Thar,2022,7.3,8.86,35277,Diesel,Dealer,Manual,0
Mahindra XUV500,2008,0.22,8.16,242796,Petrol,Individual,Manual,1
Tata Harrier,2023,9.47,12.08,16934,CNG,Individual,Automatic,3
Tata Harrier,2022,15.08,20.01,27480,Diesel,Dealer,Automatic,1
Hyundai Santro,2024,16.79,15.61,500,Diesel,Dealer,Manual,0
Hyundai i10,2008,0.39,14.35,252593,Petrol,Individual,Automatic,1
Tata Nexon,2008,0.58,20.0,222340,Diesel,Individual,Manual,1
Maruti Wagon R,2010,1.0,11.4,147169,Petrol,Dealer,Manual,0
Volkswagen Vento,2016,3.58,10.55,108616,Diesel,Dealer,Manual,0
Skoda Kodiaq,2022,6.38,8.45,20472,Petrol,Dealer,Manual,0
Audi A4,2020,26.37,51.55,36570,Diesel,Individual,Automatic,0
Hyundai i20,2016,2.51,8.32,123210,Diesel,Dealer,Manual,0
Tata Tiago,2024,8.64,8.13,500,Diesel,Dealer,Manual,3
Tata Safari,2021,5.11,8.75,51372,Diesel,Dealer,Automatic,1
Toyota Fortuner,2018,4.25,17.57,101744,Petrol,Dealer,Manual,1
Chevrolet Sail,2017,4.38,12.65,104453,Diesel,Individual,Manual,0
Mahindra XUV500,2019,4.95,11.64,34570,Diesel,Individual,Manual,0
Honda WR-V,2022,12.86,19.05,35122,Petrol,Dealer,Manual,0
Maruti Celerio,2021,3.2,4.91,34546,Diesel,Dealer,Manual,0
Hyundai Creta,2022,6.16,7.26,29643,Diesel,Individual,Manual,0
Hyundai Xcent,2019,4.89,11.91,47271,Diesel,Individual,Manual,0
Maruti Ciaz,2020,3.97,8.42,36513,Petrol,Individual,Manual,0
Honda Amaze,2013,1.61,11.48,120994,Petrol,Dealer,Manual,0
Honda Civic,2016,1.33,6.96,141530,Petrol,Dealer,Automatic,1
Tata Hexa,2020,11.32,20.55,34013,Diesel,Dealer,Manual,1
Toyota Camry,2011,2.15,33.05,149639,Petrol,Individual,Manual,0
Honda CR-V,2024,11.75,11.99,4999,Petrol,Dealer,Manual,3
Volkswagen Tiguan,2023,13.21,16.25,14051,Petrol,Individual,Automatic,0
Ford Endeavour,2017,2.15,8.65,91537,Petrol,Dealer,Automatic,1
Ford Aspire,2016,1.56,7.76,103154,Diesel,Individual,Manual,1
Maruti Baleno,2019,3.16,9.02,58033,CNG,Individual,Manual,1
Tata Tigor,2024,18.7,20.31,1110,Petrol,Dealer,Manual,1
BMW X1,2018,23.44,59.24,77098,Petrol,Dealer,Automatic,0
Hyundai Elite i20,2014,2.75,14.46,125954,Diesel,Individual,Manual,0
Mahindra Bolero,2005,0.29,6.02,151219,Diesel,Dealer,Automatic,1
Honda City,2016,4.65,21.88,83374,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2024,4.13,4.15,8185,Petrol,Dealer,Manual,0
Toyota Etios Cross,2023,11.59,14.24,20089,Diesel,Individual,Automatic,0
Tata Bolt,2015,3.18,16.6,110872,Petrol,Dealer,Manual,0
Hyundai Venue,2009,0.56,12.21,138445,Petrol,Dealer,Manual,1
Maruti S-Cross,2016,2.27,11.82,65906,Petrol,Individual,Automatic,1
Hyundai Santro,2022,4.38,6.33,29744,Petrol,Dealer,Manual,0
Volkswagen Polo,2021,2.94,5.76,46180,Diesel,Dealer,Manual,3
Honda Brio,2019,3.1,7.05,52834,Diesel,Dealer,Automatic,1
Renault Kwid,2024,5.16,4.38,500,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2016,2.26,12.0,62662,Petrol,Dealer,Manual,1
Tata Nano,2019,2.15,8.32,66283,Diesel,Individual,Manual,3
Ford EcoSport,2023,4.79,5.81,529,Petrol,Dealer,Manual,0
Maruti S-Cross,2012,0.39,3.66,179322,Petrol,Dealer,Manual,0
Toyota Corolla,2019,10.0,23.71,53688,Petrol,Individual,Manual,0
Hyundai Xcent,2022,5.25,11.26,39325,Petrol,Individual,Manual,3
Mahindra Bolero,2020,11.03,21.51,40922,Diesel,Dealer,Manual,1
Toyota Fortuner,2019,3.93,15.14,73759,Diesel,Individual,Manual,3
Volkswagen Ameo,2018,6.84,16.71,73704,Diesel,Individual,Manual,0
Mahindra XUV300,2015,1.33,14.59,132035,Diesel,Dealer,Manual,3
Toyota Camry,2020,6.89,10.87,54488,Diesel,Dealer,Automatic,0
Hyundai i10,2021,7.16,13.11,40134,Petrol,Individual,Manual,0
Mahindra Scorpio,2019,2.59,5.0,71279,Diesel,Individual,Manual,0
Maruti Baleno,2006,0.24,10.35,274405,Petrol,Individual,Manual,0
BMW X1,2012,5.81,30.68,167394,Diesel,Dealer,Automatic,0
Mahindra Bolero,2016,1.79,7.75,75820,Petrol,Individual,Automatic,0
Toyota Fortuner,2020,7.98,15.96,43730,Diesel,Individual,Manual,0
Tata Tiago,2013,0.5,3.0,150351,Diesel,Individual,Manual,0
Maruti Swift,2022,2.59,3.92,26833,Diesel,Individual,Manual,1
Ford Figo,2023,7.8,8.67,10482,Diesel,Individual,Manual,0
Renault Triber,2008,0.66,10.0,158140,Petrol,Dealer,Automatic,0
Ford Figo,2014,3.03,24.36,137831,Petrol,Dealer,Manual,1
Mahindra XUV500,2009,1.53,18.76,158783,Diesel,Individual,Manual,0
Hyundai Elite i20,2018,4.96,15.23,70794,Petrol,Dealer,Manual,1
Hyundai Elite i20,2011,0.55,7.5,187836,Petrol,Individual,Manual,0
Maruti Baleno,2021,7.58,10.01,29323,Diesel,Dealer,Manual,0
Mahindra KUV100,2012,2.65,20.87,129262,Diesel,Dealer,Manual,1
Volkswagen Vento,2021,4.69,8.27,54686,Petrol,Individual,Manual,0
Ford Freestyle,2020,3.11,5.23,62595,Diesel,Individual,Manual,0
Hyundai Creta,2019,5.66,17.38,61146,Petrol,Dealer,Manual,1
Tata Harrier,2021,14.77,20.56,41295,Diesel,Dealer,Manual,0
Tata Nexon,2014,0.59,14.36,174284,CNG,Individual,Manual,3
Toyota Etios Cross,2024,22.31,23.35,500,Diesel,Dealer,Manual,1
Maruti Ciaz,2024,10.26,10.28,500,Diesel,Individual,Automatic,0
Hyundai Xcent,2007,0.31,9.55,195127,Petrol,Individual,Manual,0
Honda CR-V,2018,4.36,13.77,96359,Petrol,Dealer,Automatic,1
Maruti S-Cross,2020,2.15,5.38,56252,Petrol,Individual,Manual,0
Maruti Dzire,2022,3.07,4.55,30700,Petrol,Individual,Automatic,1
Toyota Innova,2021,15.74,32.02,58254,Diesel,Dealer,Manual,3
Hyundai Xcent,2020,5.6,14.57,58025,Diesel,Individual,Automatic,3
Chevrolet Beat,2024,8.23,7.91,1342,Diesel,Dealer,Manual,0
Hyundai Grand i10,2020,8.57,15.01,74439,Diesel,Individual,Manual,0
Honda Civic,2014,1.55,16.85,95541,Petrol,Individual,Manual,1
Maruti Baleno,2020,1.52,4.09,52141,Petrol,Individual,Manual,1
Tata Tigor,2020,8.38,15.76,32043,Diesel,Individual,Manual,0
Maruti Alto,2020,3.77,11.57,55505,Petrol,Dealer,Automatic,3
Hyundai Creta,2017,4.93,16.58,103202,Petrol,Dealer,Automatic,0
Maruti Vitara Brezza,2022,3.64,5.2,24285,Petrol,Dealer,Manual,0
Toyota Camry,2021,5.29,7.59,42647,Petrol,Dealer,Automatic,0
Toyota Etios,2024,18.93,18.88,5785,Petrol,Individual,Automatic,1
Chevrolet Beat,2020,4.17,10.22,71097,Petrol,Individual,Manual,1
Toyota Fortuner,2024,9.24,9.36,500,Diesel,Individual,Manual,0
Maruti Ciaz,2011,0.57,3.84,192942,Diesel,Dealer,Manual,0
Maruti S-Cross,2009,0.36,11.0,212615,Diesel,Individual,Manual,1
Hyundai i10,2016,2.36,16.89,105967,Petrol,Individual,Manual,1
Renault Kwid,2004,0.15,4.33,213628,Petrol,Dealer,Manual,0
Nissan Micra,2009,0.34,11.05,258232,CNG,Dealer,Automatic,3
Maruti Baleno,2010,0.18,3.7,217295,Petrol,Individual,Manual,0
Renault Triber,2024,4.57,4.02,6093,CNG,Dealer,Manual,0
Nissan Magnite,2012,0.55,5.58,162945,Diesel,Dealer,Manual,1
BMW X3,2019,25.9,57.22,63812,Petrol,Dealer,Automatic,0
Honda CR-V,2021,10.93,19.5,34132,Diesel,Individual,Manual,1
Hyundai Tucson,2020,6.53,14.16,38755,Petrol,Individual,Manual,0
Hyundai Venue,2020,4.43,11.13,49109,Petrol,Individual,Manual,1
Honda City,2014,1.05,8.72,173771,Diesel,Individual,Manual,1
Honda Amaze,2019,2.86,8.52,45666,Petrol,Individual,Manual,0
Maruti Ertiga,2013,1.08,9.28,113917,Diesel,Individual,Manual,1
Ford EcoSport,2018,4.28,18.58,58361,Petrol,Individual,Manual,1
Maruti Swift,2015,0.81,3.65,164608,Petrol,Dealer,Automatic,0
Nissan Micra,2011,0.41,12.11,234490,Petrol,Individual,Automatic,3
Maruti S-Cross,2022,5.3,7.79,23289,Petrol,Dealer,Automatic,0
Volkswagen Ameo,2011,1.15,14.78,233252,Diesel,Dealer,Manual,1
Maruti Dzire,2016,1.45,5.14,96879,Diesel,Individual,Manual,0
Toyota Fortuner,2014,1.38,12.75,126956,Petrol,Dealer,Manual,1
Toyota Etios,2015,4.13,34.45,101503,CNG,Individual,Manual,1
Toyota Fortuner,2015,1.12,9.43,96972,Petrol,Individual,Automatic,1
Ford Figo,2008,0.62,14.99,150058,Petrol,Individual,Manual,1
Volkswagen Tiguan,2017,1.87,5.42,65651,Petrol,Dealer,Manual,0
Tata Tiago,2017,5.37,16.65,81054,Diesel,Dealer,Manual,0
Toyota Camry,2024,26.5,23.57,500,Petrol,Individual,Manual,0
Volkswagen Polo,2006,0.41,8.35,231306,Diesel,Individual,Manual,0
Renault Captur,2013,0.71,7.79,147666,Petrol,Individual,Automatic,1
Maruti Vitara Brezza,2011,0.45,11.43,220444,Petrol,Individual,Automatic,1
Volkswagen Tiguan,2018,2.26,6.11,53060,Diesel,Individual,Manual,0
BMW 7 Series,2014,5.64,28.84,172592,Diesel,Individual,Automatic,0
Hyundai i10,2015,0.82,4.5,88789,Petrol,Individual,Manual,0
Honda CR-V,2004,0.29,10.53,268684,Petrol,Dealer,Automatic,0
Chevrolet Cruze,2012,0.58,5.64,189816,Petrol,Dealer,Manual,0
Maruti S-Cross,2007,0.66,7.24,169787,Diesel,Dealer,Manual,0
Hyundai i10,2015,0.91,5.85,93859,Petrol,Individual,Manual,0
Mahindra XUV500,2020,4.74,10.83,40976,Diesel,Individual,Manual,1
Hyundai Grand i10,2013,1.94,13.55,104850,CNG,Dealer,Manual,0
Hyundai Santro,2014,0.98,7.28,90502,Petrol,Dealer,Manual,1
Hyundai Xcent,2011,0.75,13.78,127814,Petrol,Dealer,Manual,1
Maruti Vitara Brezza,2016,1.59,9.32,93566,Petrol,Individual,Manual,1
Ford Figo,2009,1.05,13.6,154992,Petrol,Dealer,Manual,0
Tata Safari,2023,15.38,18.65,11828,Petrol,Dealer,Manual,1
Maruti Baleno,2012,0.26,3.54,94343,Petrol,Dealer,Manual,1
Maruti S-Cross,2012,2.29,10.05,105015,Diesel,Dealer,Manual,0
Honda City,2020,3.55,7.76,60082,CNG,Individual,Automatic,1
Honda Brio,2019,7.47,19.63,71145,Petrol,Individual,Automatic,0
Mahindra XUV300,2022,8.29,14.92,17538,CNG,Individual,Manual,0
Audi A3,2011,3.13,35.29,153507,Diesel,Individual,Automatic,1
Maruti Dzire,2015,0.79,4.91,82559,Petrol,Dealer,Manual,1
Mahindra Marazzo,2017,6.16,20.42,105107,Diesel,Individual,Manual,0
BMW 7 Series,2014,1.22,28.52,144860,Petrol,Individual,Manual,3
Ford EcoSport,2024,28.28,27.16,2434,Diesel,Individual,Manual,0
Ford Freestyle,2005,0.48,12.84,249657,Petrol,Dealer,Automatic,0
Nissan Micra,2024,13.13,14.64,500,Petrol,Individual,Manual,0
Maruti Ertiga,2020,6.27,10.41,58992,Petrol,Dealer,Automatic,0
Maruti Wagon R,2023,4.49,4.8,15330,Petrol,Dealer,Manual,0
Ford Freestyle,2022,18.26,23.28,24216,Diesel,Individual,Automatic,0
Honda Jazz,2022,4.46,5.89,20459,Diesel,Individual,Manual,0
Ford Freestyle,2022,4.16,6.02,30447,Petrol,Individual,Automatic,0
Skoda Rapid,2021,7.38,12.71,42727,Petrol,Dealer,Manual,0
Hyundai Elite i20,2020,2.98,6.98,78549,CNG,Dealer,Manual,1
Ford Freestyle,2016,3.75,21.19,140561,CNG,Dealer,Automatic,1
Renault Duster,2024,7.87,8.84,8472,Diesel,Dealer,Automatic,1
Hyundai Santro,2012,1.05,12.29,211071,Diesel,Individual,Automatic,1
Hyundai Creta,2009,0.62,14.44,194148,Petrol,Individual,Manual,0
Hyundai Santro,2012,0.83,14.41,120113,Petrol,Individual,Manual,1
Honda WR-V,2017,5.37,22.99,67355,Petrol,Dealer,Automatic,1
BMW 7 Series,2023,52.35,62.25,10846,Petrol,Individual,Automatic,0
Honda Civic,2013,1.51,22.98,144985,Petrol,Individual,Manual,1
Honda Civic,2014,1.55,7.45,102553,Petrol,Dealer,Automatic,0
Tata Harrier,2023,9.71,12.7,22636,Petrol,Dealer,Automatic,1
Volkswagen Vento,2020,5.99,9.27,70188,Diesel,Dealer,Automatic,0
Maruti Alto,2009,0.41,11.18,251893,Petrol,Individual,Manual,0
Nissan Terrano,2021,3.75,5.13,22670,Diesel,Dealer,Manual,0
Tata Bolt,2023,4.37,5.86,6188,CNG,Individual,Manual,1
Honda CR-V,2019,4.4,13.6,55294,Petrol,Individual,Manual,0
Nissan Magnite,2023,12.8,14.71,24958,Diesel,Dealer,Manual,0
Maruti Ertiga,2024,11.18,11.96,1582,Diesel,Dealer,Automatic,0
Tata Nano,2009,0.63,16.78,165702,Petrol,Dealer,Manual,1
Maruti Baleno,2011,0.96,11.11,196686,Petrol,Dealer,Manual,0
Hyundai Grand i10,2011,0.35,4.16,137461,Petrol,Individual,Automatic,0
Ford Endeavour,2009,0.7,20.59,167900,Petrol,Individual,Automatic,1
Audi A6,2018,8.77,25.38,57079,Petrol,Individual,Automatic,0
Toyota Camry,2007,0.68,17.73,191689,Diesel,Individual,Manual,1
Maruti Baleno,2020,2.55,4.85,44541,Petrol,Dealer,Manual,0
Skoda Octavia,2015,1.56,7.97,149915,Petrol,Dealer,Manual,0
Mercedes-Benz GLE,2017,12.05,36.29,65094,Petrol,Dealer,Automatic,0
Renault Duster,2024,7.82,7.5,2910,Diesel,Dealer,Automatic,0
Maruti Alto,2020,4.09,6.19,33373,Diesel,Dealer,Manual,0
Ford EcoSport,2024,23.11,21.47,4569,Petrol,Individual,Manual,0
Toyota Etios,2020,10.41,24.06,71792,Diesel,Individual,Manual,1
Maruti Ciaz,2016,0.92,3.73,117968,Diesel,Individual,Manual,0
Honda Brio,2021,15.13,19.63,40865,Diesel,Individual,Automatic,0
Maruti Ciaz,2015,1.34,4.64,84390,Diesel,Individual,Manual,0
Tata Tigor,2015,1.25,5.13,135555,Diesel,Dealer,Manual,0
Ford Aspire,2018,4.61,9.69,58083,Diesel,Dealer,Manual,0
Volkswagen Tiguan,2012,0.82,5.09,145496,Diesel,Dealer,Manual,0
Hyundai Elite i20,2024,4.52,4.38,1013,Petrol,Individual,Manual,0
Tata Hexa,2021,4.16,6.91,47872,Petrol,Dealer,Manual,0
Maruti Wagon R,2024,4.46,4.73,500,Petrol,Dealer,Manual,0
BMW 3 Series,2013,8.55,61.58,157826,Diesel,Dealer,Automatic,1
Toyota Innova,2019,8.92,29.87,81927,Petrol,Dealer,Manual,1
Hyundai Santro,2013,1.5,13.67,166132,Diesel,Dealer,Manual,1
Maruti Swift,2022,8.59,10.65,32572,Diesel,Individual,Automatic,0
Tata Safari,2019,3.38,8.93,75559,Petrol,Individual,Manual,0
Maruti Ertiga,2016,0.77,4.24,150554,Petrol,Individual,Manual,0
Tata Safari,2022,8.63,11.4,35164,Diesel,Dealer,Manual,0
Maruti Ertiga,2011,1.1,7.47,188725,Diesel,Dealer,Automatic,0
Tata Bolt,2024,17.56,17.97,500,Petrol,Individual,Automatic,0
Hyundai Tucson,2011,0.2,5.27,149615,Diesel,Dealer,Manual,3
Hyundai Santro,2016,0.89,10.13,128354,Petrol,Individual,Automatic,3
Maruti Alto,2021,4.08,6.17,40769,CNG,Individual,Manual,0
Toyota Etios,2018,4.88,11.01,65297,Diesel,Dealer,Manual,1
Chevrolet Enjoy,2010,0.39,9.89,119228,Petrol,Individual,Manual,1
Toyota Fortuner,2014,0.93,6.14,98645,Diesel,Dealer,Manual,1
Hyundai Creta,2022,10.1,12.56,26844,Petrol,Dealer,Manual,1
Volkswagen Ameo,2020,4.66,9.61,55253,Diesel,Individual,Manual,1
Mahindra Bolero,2020,7.56,17.91,48715,Petrol,Dealer,Manual,0
Toyota Etios,2022,10.25,13.65,39440,Diesel,Dealer,Manual,0
Toyota Innova,2023,25.31,31.66,16486,Petrol,Individual,Manual,3
Toyota Innova,2016,1.69,8.65,131322,Petrol,Individual,Automatic,0
Chevrolet Beat,2015,1.75,11.94,85198,Petrol,Individual,Manual,1
Ford Aspire,2024,27.35,24.53,500,Petrol,Individual,Manual,1
Hyundai i20,2022,5.32,6.55,17641,Diesel,Individual,Manual,0
Tata Tigor,2006,0.7,21.17,255092,Petrol,Dealer,Manual,0
Toyota Etios Cross,2013,3.02,25.43,84302,Petrol,Dealer,Manual,1
Maruti Ertiga,2024,10.7,10.55,500,Petrol,Dealer,Automatic,0
Mahindra KUV100,2021,11.17,21.18,43543,Petrol,Individual,Manual,0
Ford Freestyle,2008,0.53,7.65,201150,Petrol,Dealer,Automatic,0
Hyundai Verna,2023,10.12,11.49,500,CNG,Individual,Manual,0
Volkswagen Jetta,2018,5.49,14.31,62667,Diesel,Dealer,Manual,1
Nissan Kicks,2022,4.27,7.45,31817,Petrol,Dealer,Manual,3
Renault Captur,2015,0.82,4.63,152865,Petrol,Dealer,Manual,0
Maruti Swift,2019,4.72,9.78,58574,Diesel,Individual,Manual,0
Hyundai i20,2016,2.56,7.5,88780,Diesel,Dealer,Manual,0
Hyundai Elite i20,2009,0.96,7.96,152031,Diesel,Dealer,Manual,0
Honda Civic,2024,6.1,6.6,500,Petrol,Dealer,Automatic,3
Honda CR-V,2017,3.63,12.65,106287,CNG,Dealer,Manual,0
Maruti Ciaz,2022,3.57,4.58,18910,Diesel,Individual,Automatic,0
Hyundai Creta,2012,3.73,15.58,128419,Diesel,Dealer,Automatic,0
Hyundai Elite i20,2019,4.89,16.47,77931,Petrol,Individual,Manual,0
Hyundai i20,2022,6.39,9.54,23353,CNG,Individual,Automatic,1
Tata Nano,2021,4.27,6.19,34365,Diesel,Individual,Manual,0
Maruti Ciaz,2013,1.36,11.05,136385,Petrol,Dealer,Automatic,1
Hyundai Santro,2012,1.54,13.72,159405,Petrol,Dealer,Manual,0
Mahindra Bolero,2024,17.08,16.44,1960,Diesel,Dealer,Manual,0
Maruti Alto,2019,3.32,7.31,67481,Diesel,Dealer,Automatic,1
Audi Q3,2021,20.59,31.44,29642,Petrol,Individual,Automatic,0
Hyundai i10,2019,4.91,10.72,92891,Diesel,Individual,Manual,0
Honda Brio,2021,10.66,20.87,24843,Petrol,Individual,Manual,1
Volkswagen Jetta,2019,8.9,18.95,59613,Diesel,Individual,Automatic,1
Maruti Vitara Brezza,2007,0.18,5.07,228794,CNG,Dealer,Manual,0
Chevrolet Enjoy,2015,1.64,8.35,159081,Petrol,Dealer,Manual,0
Maruti Ertiga,2016,1.81,11.79,145536,Petrol,Individual,Manual,0
Tata Tiago,2008,1.1,11.53,163368,Diesel,Dealer,Manual,0
Hyundai Xcent,2024,4.8,4.76,2433,Petrol,Dealer,Manual,0
Hyundai Verna,2020,7.48,11.55,56501,Diesel,Dealer,Manual,0
Honda Brio,2009,0.57,9.14,151727,Petrol,Dealer,Manual,0
Renault Kwid,2013,0.49,4.56,145732,Petrol,Dealer,Manual,1
Hyundai i10,2017,1.82,8.89,101623,CNG,Individual,Automatic,1
Ford Endeavour,2017,8.96,27.73,58678,Diesel,Individual,Manual,0
Mercedes-Benz GLC,2010,1.97,46.46,127792,Diesel,Individual,Automatic,3
Toyota Etios Cross,2022,18.56,26.87,32557,Diesel,Dealer,Manual,1
Maruti Wagon R,2020,2.19,5.13,44232,Petrol,Dealer,Manual,1
Chevrolet Cruze,2014,0.81,8.88,133685,Petrol,Individual,Manual,1
Maruti S-Cross,2024,11.02,10.74,4412,Diesel,Individual,Automatic,0
Tata Safari,2024,7.8,6.88,3872,CNG,Dealer,Manual,0
Hyundai Santro,2018,1.85,4.27,79231,Petrol,Dealer,Automatic,0
Hyundai Verna,2024,15.86,14.65,500,Diesel,Dealer,Manual,0
Hyundai Xcent,2008,0.85,12.47,159755,Petrol,Dealer,Automatic,0
Volkswagen Jetta,2018,5.19,17.43,52900,Petrol,Individual,Manual,0
Toyota Etios Cross,2011,1.02,15.89,103530,Petrol,Dealer,Manual,1
Mercedes-Benz GLA,2012,10.15,47.9,135631,Diesel,Dealer,Automatic,0
Tata Harrier,2018,5.48,17.23,83688,Petrol,Individual,Manual,0
Maruti Baleno,2017,1.88,5.18,62798,Petrol,Dealer,Automatic,0
Hyundai Elite i20,2011,1.0,13.62,169358,Petrol,Individual,Manual,0
Skoda Rapid,2021,16.67,25.24,21723,Petrol,Dealer,Manual,0
Toyota Camry,2008,1.77,31.95,224798,Petrol,Dealer,Manual,0
Tata Nexon,2013,0.88,8.07,184740,Diesel,Dealer,Manual,1
Toyota Innova Crysta,2011,3.85,29.56,126160,Diesel,Individual,Manual,0
Hyundai Grand i10,2018,3.06,8.57,109787,Diesel,Dealer,Automatic,1
Tata Safari,2015,1.96,13.12,75637,Petrol,Dealer,Manual,1
Ford Endeavour,2021,8.84,15.69,23938,Petrol,Dealer,Manual,0
Audi A3,2015,13.07,56.74,139894,Petrol,Dealer,Automatic,0
Tata Bolt,2021,8.51,12.52,52434,Diesel,Dealer,Manual,0
Honda CR-V,2007,1.23,24.2,154712,Petrol,Dealer,Manual,0
Hyundai Elite i20,2018,1.16,6.31,54607,Petrol,Individual,Manual,3
Ford EcoSport,2021,10.36,18.22,47670,CNG,Dealer,Manual,0
Honda CR-V,2021,11.89,21.28,28846,Petrol,Individual,Manual,0
Hyundai Grand i10,2003,0.25,8.89,234256,Petrol,Individual,Manual,0
Renault Captur,2021,4.87,8.07,38402,Petrol,Individual,Manual,0
Maruti Ciaz,2003,0.21,8.01,262085,Petrol,Individual,Manual,0
Honda Jazz,2024,21.58,23.77,4263,Petrol,Dealer,Manual,0
Ford Endeavour,2021,6.5,10.4,34888,Petrol,Individual,Manual,0
Maruti Baleno,2020,2.31,4.76,53747,Petrol,Individual,Manual,0
Tata Nano,2013,0.43,4.13,141629,Petrol,Individual,Automatic,0
Maruti Dzire,2013,0.99,7.54,186163,Petrol,Dealer,Manual,0
Hyundai i20,2017,3.15,14.44,131399,Petrol,Dealer,Manual,1
Maruti Baleno,2024,9.0,8.39,9098,Diesel,Dealer,Manual,1
Chevrolet Enjoy,2014,0.95,11.08,130104,Petrol,Individual,Manual,1
Honda Amaze,2016,6.77,20.98,94351,Diesel,Dealer,Manual,0
Hyundai i20,2018,5.0,16.01,63803,Diesel,Individual,Manual,1
Toyota Innova Crysta,2022,17.29,28.18,14191,Diesel,Individual,Manual,1
Maruti Ciaz,2016,2.25,11.93,137153,Diesel,Individual,Manual,1
Toyota Etios,2015,7.91,34.39,128559,Petrol,Dealer,Automatic,0
Volkswagen Vento,2022,7.74,10.12,15981,Diesel,Individual,Manual,0
Hyundai i10,2014,3.07,14.68,167866,Diesel,Dealer,Manual,0
Toyota Fortuner,2020,14.79,26.24,34829,Petrol,Dealer,Manual,0
Mahindra XUV300,2020,10.06,18.79,58265,CNG,Individual,Automatic,0
Volkswagen Jetta,2024,9.03,9.24,5529,Petrol,Dealer,Manual,0
Hyundai Xcent,2009,0.8,15.38,121836,CNG,Individual,Manual,0
Maruti Celerio,2023,8.45,9.9,13413,Petrol,Individual,Manual,1
Hyundai Tucson,2007,0.92,15.14,198919,Diesel,Individual,Manual,0
Nissan Kicks,2018,4.76,13.28,79168,Petrol,Dealer,Manual,0
Tata Hexa,2020,3.42,8.04,45349,Diesel,Individual,Manual,1
Honda Amaze,2023,14.97,17.41,12937,Petrol,Individual,Manual,1
Tata Nano,2014,0.73,8.2,158599,Petrol,Individual,Manual,1
Maruti Ciaz,2015,2.06,10.73,148369,Diesel,Individual,Manual,0
Maruti Ciaz,2024,6.21,6.41,10188,Petrol,Dealer,Manual,1
Toyota Fortuner,2022,7.07,10.72,11619,Petrol,Individual,Automatic,0
Honda CR-V,2005,0.88,23.43,194888,Diesel,Individual,Manual,3
Tata Tigor,2019,9.84,21.19,68605,Petrol,Dealer,Manual,0
Maruti Alto,2019,4.43,11.64,67467,Petrol,Individual,Manual,0
Hyundai Tucson,2015,1.07,5.02,95947,Petrol,Dealer,Manual,0
Toyota Innova,2012,3.33,25.21,131736,Diesel,Individual,Manual,0
Chevrolet Spark,2005,0.24,6.78,197763,Petrol,Dealer,Manual,0
Maruti Wagon R,2013,2.36,10.95,117224,Diesel,Dealer,Manual,0
Tata Hexa,2014,1.31,10.78,172506,Petrol,Individual,Automatic,0
Toyota Etios,2018,4.5,13.38,49473,Petrol,Dealer,Manual,0
Hyundai i20,2024,5.58,5.95,500,Diesel,Dealer,Automatic,0
Honda Civic,2012,4.9,24.7,104926,Diesel,Dealer,Manual,0
Honda CR-V,2010,0.56,12.18,236482,Petrol,Dealer,Automatic,1
Tata Hexa,2010,0.79,8.63,229858,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2021,9.57,17.24,41725,Petrol,Dealer,Manual,0
Skoda Octavia,2016,3.11,10.69,82757,Petrol,Dealer,Manual,0
